,Question,Answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId,SourceDisplayName,n_tokens
88,1：完成檢疫期滿當日快篩後，我應該如何回報快篩結果？,A7-1：指揮中心會於檢疫期滿當日上午8時發送簡訊予居家檢疫者，請您於快篩當日下午2時前依該簡訊回報快篩結果，簡訊發送之手機號碼以您於居家檢疫期間所確認之手機號碼為準；如為入住集中檢疫所之檢疫者請向所在集中檢疫所衛生組人員回報。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],308,cdc,257
89,2：如果我的檢疫期滿當日快篩結果為陰性，是不是就可以立刻解除檢疫了？,A7-2：即使快篩結果為陰性，請於收到簡訊後回傳「1」，且您仍須依規定完成檢疫至期滿，亦請於檢疫期滿後接續7天自主健康管理。另外提醒您，使用完後的家用快篩試劑及採檢棒等耗材請用塑膠袋密封包好後，依一般垃圾處理。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],309,cdc,241
90,3：如果我的檢疫期滿當日快篩結果為陽性，應該怎麼辦？,1.  請您於收到簡訊時回傳「4」。不可外出，請主動查詢地方政府衛生局指定之視訊診療醫療機構、使用「健保快易通APP」常用服務項下之就醫院所查詢全民健保視訊診療院所，或聯繫所在衛生局安排縣市政府居家照護診療計畫之視訊診療醫療院所，預約並透過遠距/視訊診療門診由醫師評估確認快篩結果，並配合後續防疫措施（詳請參閱「居家隔離、自主防疫及居家檢疫對象快篩陽性之評估確認及通報流程」，網址：https://www.cdc.gov.tw/File/Get/Ps7seUVBwBTxPSPSodpfsQ）；如為入住集中檢疫所之檢疫者，請依集中檢疫場所作業辦理。\n2.  請將使用完後的家用快篩試劑及採檢棒等耗材用塑膠袋密封包好，並依衛生單位人員指示處理。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,"[{""ClusterHead"":""我快篩陽性怎麼辦"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""我快篩陽性怎麼辦"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],310,cdc,627
91,4：如果我的檢疫期滿當日快篩結果為不明（無法判定結果），應該怎麼辦？,1.  有時因產品品質或操作因素，檢測結果無法判定為陽性或陰性時，可先參考產品說明書相關指示辦理，或洽詢配發之試劑廠商。\n2.  倘仍無法判定結果，請於收到簡訊後回傳「2」，並請立即主動聯繫居家檢疫健康關懷人員（村里幹事、外事警察、學校等人員），告知快篩結果為不明，並請配合關懷人員指示再次進行快篩檢測（例如:使用原提供之備用快篩試劑進行檢測）及向其回報快篩結果，或依衛生單位指示前往指定醫療院所進行PCR檢測。\n3.  另外提醒您，請將使用完後的家用快篩試劑及採檢棒等耗材用塑膠袋密封包好，並依衛生單位人員指示處理。\n\n**Q7-5**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,"[{""ClusterHead"":""我快篩陽性怎麼辦"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""我快篩陽性怎麼辦"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],311,cdc,595
92,：如果沒有收到通知回報檢疫期滿當日快篩結果的簡訊，我應該怎麼辦？,1.  如果沒有收到在Q7-1所提檢疫期滿當日上午8時會發送回報快篩結果的簡訊，仍請依規定於檢疫期滿當日進行快篩檢測，並請主動聯繫居家檢疫健康關懷人員（村里幹事、外事警察、學校等人員）及向其回報快篩結果。\n2.  如快篩結果為陽性或不明（無法判定結果），請分別參閱Q7-3及Q7-4。\n\n**備用快篩試劑使用注意事項**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],312,cdc,337
93,1：我要在什麼情況下才能使用備用的快篩試劑？,當您在檢疫期間出現發燒、喉嚨痛、流鼻水鼻塞、咳嗽、呼吸困難、嗅味覺異常、腹瀉、全身倦怠、四肢無力等COVID-19相關症狀時，請您先使用備用之快篩試劑進行檢測，並將快篩結果回報居家檢疫健康關懷人員（村里幹事、外事警察、學校等人員），並配合後續防疫措施。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,"[{""ClusterHead"":""哪裡有快篩"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""哪裡有快篩"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],313,cdc,274
94,2：檢疫期間出現症狀並使用備用快篩檢測，我應該如何回報快篩結果？,當您在檢疫期間出現發燒、喉嚨痛、流鼻水鼻塞、咳嗽、呼吸困難、嗅味覺異常、腹瀉、全身倦怠、四肢無力等COVID-19相關症狀時，請您先使用備用之快篩試劑進行檢測，並將快篩結果回報居家檢疫健康關懷人員（村里幹事、外事警察、學校等人員），及配合後續防疫措施。另如為入住集中檢疫所之檢疫者，請向所在集中檢疫所衛生組人員回報。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],314,cdc,343
95,3：檢疫期間我因出現症狀使用備用的快篩試劑進行檢測，結果為陽性，應該怎麼辦？,1.  不可外出，請主動查詢地方政府衛生局指定之視訊診療醫療機構、使用「健保快易通APP」常用服務項下之就醫院所查詢全民健保視訊診療院所，或聯繫所在衛生局安排縣市政府居家照護診療計畫之視訊診療醫療院所，預約並透過遠距/視訊診療門診由醫師評估確認快篩結果，並配合後續防疫措施（詳請參閱「居家隔離、自主防疫及居家檢疫對象快篩陽性之評估確認及通報流程」，網址：https://www.cdc.gov.tw/File/Get/Ps7seUVBwBTxPSPSodpfsQ）；如為入住集中檢疫所者，請依集中檢疫場所作業辦理。\n2.  請將使用完後的家用快篩試劑及採檢棒等耗材用塑膠袋密封包好，並依衛生單位人員指示處理。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,system_metadata_qna_edited_manually:true,[],False,[],315,cdc,592
96,我快篩陽性怎麼辦,1.  不可外出，請主動查詢地方政府衛生局指定之視訊診療醫療機構、使用「健保快易通APP」常用服務項下之就醫院所查詢全民健保視訊診療院所，或聯繫所在衛生局安排縣市政府居家照護診療計畫之視訊診療醫療院所，預約並透過遠距/視訊診療門診由醫師評估確認快篩結果，並配合後續防疫措施（詳請參閱「居家隔離、自主防疫及居家檢疫對象快篩陽性之評估確認及通報流程」，網址：https://www.cdc.gov.tw/File/Get/Ps7seUVBwBTxPSPSodpfsQ）；如為入住集中檢疫所者，請依集中檢疫場所作業辦理。\n2.  請將使用完後的家用快篩試劑及採檢棒等耗材用塑膠袋密封包好，並依衛生單位人員指示處理。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,system_metadata_qna_edited_manually:true,[],False,[],315,cdc,592
97,4：檢疫期間我因出現症狀使用備用的快篩試劑進行檢測，結果為不明（無法判定結果），應該怎麼辦？,1.  有時因產品品質或操作因素，檢測結果無法判定為陽性或陰性時，可先參考產品說明書相關指示辦理，或洽詢配發之試劑廠商。\n2.  倘仍無法判定結果，請立即主動聯繫居家檢疫健康關懷人員（村里幹事、外事警察、學校等人員），告知您有症狀且快篩結果為不明，由關懷人員評估轉介衛生單位安排就醫。\n3.  另外提醒您，請將使用完後的家用快篩試劑及採檢棒等耗材用塑膠袋密封包好，並依衛生單位人員指示處理。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],316,cdc,439
98,5：檢疫期間我出現症狀，但發現入境時未領到快篩試劑、試劑內容物不完整，或因不小心遺失、操作不當等情況導致無法進行快篩檢測，應該怎麼辦？,"A8-5：請先持續觀察，若不適症狀未緩解，請主動聯繫居家檢疫健康關懷人員（村里幹事、外事警察、學校等人員），告知您有症狀但無法進行快篩檢測原因，由地方政府進行補發或由關懷人員評估轉介衛生單位安排就醫。另或可使用免費24小時視訊諮詢APP「健康益友」（健康益友 IOS: https://reurl.cc/Qj14GO, Android : https://reurl.cc/Qj14gM）。",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],317,cdc,314
99,6：檢疫期間我因之前出現症狀，已使用備用的快篩試劑進行檢測且回報結果陰性，現在症狀持續但已無快篩試劑可檢測，應該怎麼辦？,"A8-6：請先持續觀察，若不適症狀仍未緩解，請主動聯繫居家檢疫健康關懷人員（村里幹事、外事警察、學校等人員），告知您持續有症狀但已無快篩試劑進行檢測，由關懷人員評估轉介衛生單位安排就醫。另或可使用免費24小時視訊諮詢APP「健康益友」（健康益友 IOS: https://reurl.cc/Qj14GO, Android : https://reurl.cc/Qj14gM）。\n\n**快篩試劑使用說明**",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],318,cdc,325
100,我不太會操作快篩試劑怎麼辦？,A9：\n\n1.  請您參閱快篩試劑所附說明書或至本署全球資訊網首頁＞傳染病與防疫專題 ＞傳染病介紹＞第五類法定傳染病＞嚴重特殊傳染性肺炎＞重要指引及教材＞入境民眾執行COVID-19抗原快篩作業項下所列相關試劑操作短片。網址：https://www.cdc.gov.tw/Category/MPage/oNTufve90WlLPcrRbrp4gA\n2.  如果仍有疑問，請洽詢配發之試劑廠商。\n * 2018-07-29  最後更新日期 2022/5/13,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,system_metadata_qna_edited_manually:true,"[{""ClusterHead"":""哪裡有快篩"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""哪裡有快篩"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],319,cdc,360
101,如果我中了 COVID 怎麼辦呢?,A9：\n\n1.  請您參閱快篩試劑所附說明書或至本署全球資訊網首頁＞傳染病與防疫專題 ＞傳染病介紹＞第五類法定傳染病＞嚴重特殊傳染性肺炎＞重要指引及教材＞入境民眾執行COVID-19抗原快篩作業項下所列相關試劑操作短片。網址：https://www.cdc.gov.tw/Category/MPage/oNTufve90WlLPcrRbrp4gA\n2.  如果仍有疑問，請洽詢配發之試劑廠商。\n * 2018-07-29  最後更新日期 2022/5/13,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,system_metadata_qna_edited_manually:true,"[{""ClusterHead"":""哪裡有快篩"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""哪裡有快篩"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],319,cdc,360
102,由於目前市面上及國際港埠公費發放之快篩試劑適用年齡均為2歲以上，針對未滿2歲者或家長無法協助孩童採檢者或其他因故無法自行操作者，應如何執行居家隔離或檢疫期滿之快篩檢測?,A70. 居家隔離或檢疫對象如為未滿2歲者或家長無法協助孩童採檢者或其他因故無法自行操作者，請向第一線關懷人員反應。未滿2歲者，由地方政府安排至指定醫療院所進行PCR檢測；其餘因故無法自行操作者，由地方政府安排人員協助進行快篩檢測。相關快篩及PCR檢測之採檢及檢驗費用由公費支應，其他衍生醫療及交通費用，由隔離/檢疫者自付。 \n * 2018-07-29  最後更新日期 2022/4/13,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],320,cdc,370
103,我在工作場所或從事社交或戶外活動時接到衛生單位電話通知匡列為居家隔離對象，該怎麼做?,一、\n居家隔離效力從接到電話通知即發生效力，因此，請於接到通知後，佩戴醫用口罩立即返家隔離。居家隔離者禁止搭乘大眾運輸工具，且應留在家中（或嚴重特殊傳染性肺炎中央流行疫情指揮中心、地方政府指定範圍內），禁止外出，亦不得出境或出國。因此，如果您不是在隔離地點接到居家隔離通知，請您即刻以自行開車、騎車、步行或家人接送等方式儘速返回隔離地點，進行居家隔離措施；若您無法以上述方式返回，請主動聯繫當地衛生局所或撥打1922，協助安排防疫車輛或安排就近隔離。\n\n二、若您在離島地區，以在原地區隔離為優先；若當地量能不足，則由當地地方政府衛生局轉本署轄區管制中心陳報轄區醫療網指揮官，評估於適當安排下搭乘國內航線或船班返回本島隔離。 * 2018-07-29  最後更新日期 2022/4/21,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],321,cdc,710
104,於隔離或檢疫期間，遇緊急災害是否可離開？,於隔離或檢疫期間，若遇生命、身體等之緊急危難而出於不得已所為離開隔離或檢疫處所之適當行為，不予處罰；惟撤離時應佩戴口罩，並儘速聯繫所在地方政府或1922。 \n * 2018-07-29  最後更新日期 2021/10/18,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],322,cdc,190
105,入境旅客檢疫期間確診，後續經符合現行解除隔離治療條件予以解除隔離，是否需續完成剩於居家檢疫天數？,A66：境外移入個案，倘於入境7天內提前解除隔離治療，無需再進行居家隔離至入境第10天完成原訂之居家檢疫，改進行自主健康管理至入境第17天，並於入境第10天及有症狀時執行1次快篩。\n * 2018-07-29  最後更新日期 2022/4/20,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],323,cdc,222
106,民眾出國取得COVID-19疫苗接種證明文件方式?,A1：因應部分民眾出國需求，建議請民眾先確認前往國家（或就讀學校、工作及參與活動等）疫苗接種證明文件之規定。相關文件可採以下列方式之一取得：\n\n1.由 COVID-19疫苗接種院所開立之「COVID-19疫苗接種紀錄卡（簡稱黃卡）」，填列完整西元年、護照號碼（或居留證）及同護照（或居留證)之英文姓名。\n\n※「COVID-19疫苗接種紀錄卡(黃卡)」為中英對照版本，詳細記錄接種者資料、疫苗劑次及廠牌等資訊，如因紀錄格式必須調整，可洽原接種單位申請，亦可持身分證明文件及黃卡逕洽鄰近之衛生所（臺北市為健康服務中心）協助開立。\n\n2.由COVID-19疫苗接種院所開立之英文版診斷證明書（註記疫苗接種紀錄含批號等）。\n\n3.前往國內32家旅遊醫學合約醫院，將COVID-19疫苗接種紀錄登載於「國際預防接種證明書（黃皮書）｣。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],324,cdc,764
107,民眾如何取得國際預防接種證明書（黃皮書）?,A2：\n\n1.國內32家旅遊醫學合約醫院（各縣市至少1家，網頁：https://reurl.cc/3azMZX）均可開立國際預防接種證明書（黃皮書）。\n\n2.民眾請攜帶健保卡、護照或居留證（正本或影本）及黃卡前往旅遊醫學合約醫院掛號，由醫師依據「全國性預防接種資訊管理系統（NIIS）匯入國際預防接種子系統(VACC)」疫苗接種資料後開立。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],325,cdc,340
108,旅遊醫學合約醫院開立國際預防接種證明書（黃皮書），收取民眾費用項目包括哪些？,A3：\n\n1.掛號費及診察費依各醫院規定收取，其中收取診察費原因：\n\n(1)因醫師需進入「國際預防接種子系統（VACC）」中，查詢核對及匯入「全國性預防接種資訊管理系統（NIIS）」疫苗接種資料，並且進行系統操作後，逐一謄寫民眾英文姓名、護照號碼、出生日期、疫苗接種日期、疫苗廠牌及批號等，且不能塗改；該項服務，健保不給付醫療院所費用。\n\n(2)民眾如準備出國，將另向其說明出國之目的國家疫情及相關健康防護措施等衛教事項。\n\n2.依「港埠檢疫費用徵收辦法」收取國際預防接種證明書（黃皮書）費用：\n\n(1)初簽（新證）或補證者，新臺幣200元。\n\n(2)加簽者，新臺幣150元。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],326,cdc,624
109,在國外接種COVID-19疫苗，能否在旅醫門診開立國際預防接種證明書（黃皮書）？,A5：\n\n1.旅遊醫學合約醫院依據民眾在國內接種COVID-19疫苗之紀錄，謄寫於國際預防接種證明書（黃皮書）。\n\n2.倘非於國內接種COVID-19疫苗之紀錄，不能登載於黃皮書。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],327,cdc,183
110,國際預防接種證明書（黃皮書）之欄位資料填寫依據？,A6：\n\n1.國際預防接種證明書（黃皮書）係依據WHO所訂格式，統一印製、打印編號及配發至授權發證單位使用，資料欄位亦依WHO規定填列（參考網頁：https://reurl.cc/bXvWvd）。\n\n2.我國政府所核准開具之黃皮書均有唯一編碼，其謄寫資訊均須同「國際預防接種子系統（VACC）」建檔資料，以利衛生機關與旅遊醫學合約醫院查詢作業。例如：黃皮書之國籍欄位填寫須同VACC系統登載之國籍，其英文姓名書寫須同前述國籍護照之資料。 \n * 2018-07-29  最後更新日期 2021/8/20,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],328,cdc,470
111,COVID-19公費檢驗適用對象有哪些類別？,1.  目前COVID-19公費檢驗適用對象類別及其適用檢驗方法如下表：\n\n| **代碼*** | **適用對象** | **抗原快速檢驗** | **病毒核酸檢驗** |\n| --- | --- | --- | --- |\n| 001 | 符合病例定義或經醫師評估需採檢者 |  V |  V |\n| 002 | 住院者 |  V |  V |\n| 003 | 住院陪病者 |  V |  V |\n| 004 | 長照機構住民/矯正機關收容人採檢 |   |  V |\n| 005 | 居家隔離/居家檢疫/自主健康管理期間或期滿相關採檢 |   |  V |\n| 006 | 醫院高風險單位工作人員定期採檢 |   |  V |\n| 007 | 居家隔離/居家檢疫中之門診及急診病人 |  V |   |\n| 008 | 高社區傳播風險地區人員採檢 |  V |   |\n| 009 | 社區篩檢站 |   |  V |\n| 010 | 經衛生主管機關指示辦理之疫調專案 |  V   （依衛生主管機關指示辦理） |  V   （依衛生主管機關指示辦理） |\n| 011 | 其他經衛生主管機關指定之採檢對象    （視專案而定） |  V   （視專案而定） |  V   （視專案而定） |\n\n*自費特材群組序號\n\n    2. 公費檢驗適用對象類別及其適用檢驗方法將隨政策適時修正，請隨時注意健保署最新公布資料。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],329,cdc,886
112,「符合病例定義或經醫師評估需採檢者」（自費特材群組序號001）所指對象為何？,1.  病例定義請參閱衛生福利部疾病管制署公布之「嚴重特殊傳染性肺炎病例定義」；只要符合病例定義，不論檢驗結果為陽性或陰性，均符合此類適用對象。抗原快速檢驗結果為陽性者後續確認之檢驗亦屬此類。\n2.  經醫師評估需採檢者係指因症狀、TOCC等因素經醫師評估有需要執行檢驗者。\n3.  確定病例於解除隔離治療前之評估採檢亦適用此類。\n4.  上述對象之申報，不需填報診斷碼。\n5.  無COVID-19疑似症狀且無TOCC暴露風險之病人，原則上不適用此項；若採檢者符合其他適用對象條件，請依符合之項目進行申報。\n\n**Q3. 住**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],330,cdc,549
113,院者（自費特材群組序號002）及其陪病者（自費特材群組序號003）公費檢驗之適用條件為何？,1.  原則上僅適用於疫情警戒第2級（含）以上地區，非因疑似COVID-19住院之病人（限過夜之住院病人，不含日間照護之病人）及其陪病者，於入院時(前)進行之篩檢。\n2.  有關適用之採檢對象，係依據110年5月17日肺中指字第1103800175號函、110年5月21日肺中指字第1103800190號函及110年6月16日肺中指字第1100031537A號函，說明如下： \n    *   預定（非緊急）住院者，可於入院前3天內採檢（以入院當日為第0天計算）；其陪病者可於實際前往陪病前3天內採檢。\n    *   緊急需住院者，可於入住病房前採檢；其陪病者可於實際前往陪病前3天內採檢。\n    *   每次住院陪病者僅限公費支付1人次；住院者若為矯正機關之收容人，則其陪病者（戒護人員）每次住院至多得由公費支付2人次。 \n3.  有關採檢及檢驗原則，係依據110年5月30日肺中指字第1103800193號函，說明如下： \n    *   有COVID-19疑似症狀、TOCC暴露風險、或醫師懷疑者：進行鼻咽拭子採檢送驗SARS-CoV-2病毒核酸檢驗時，得由醫師評估是否同時加採抗原快速檢驗。\n    *   無COVID-19疑似症狀且無TOCC暴露風險者：由醫師進行鼻咽拭子採檢，評估SARS-CoV-2病毒核酸檢驗和抗原快速檢驗二者擇一或同時執行；惟當抗原快速檢驗結果為陽性時，則必須通報嚴重特殊傳染性肺炎，並將鼻咽拭子送驗SARS-CoV-2病毒核酸檢驗。\n    *   完成完整疫苗接種者（已完成COVID-19疫苗應接種劑次並達14天以上）、曾經確診且距發病日未滿3個月者，原則無須進行採檢檢驗。 \n4.  病人於住院期間若出現發燒、呼吸道症狀、味覺嗅覺喪失、不明腹瀉等COVID-19相關症狀或醫師懷疑病人感染COVID-19時，得再進行採檢，應申報為「符合病例定義或經醫師評估需採檢者」（自費特材群組序號001）。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],331,cdc,1518
114,若病人將轉介至其他醫院住院（含PAC下轉），轉出醫院可否代為進行公費檢驗？,1.  自費特材群組序號002及003，不限定須由將入住之醫院採檢，因此若病人將轉介至其他醫院住院（含PAC下轉），可由擬轉出之醫院代為進行公費檢驗。\n2.  若由擬轉出之醫院進行採檢，因病人係分別於2家醫院住院，故轉院時可再使用住院者（自費特材群組序號002）及住院陪病者（自費特材群組序號003）申報，採檢日仍為入住下轉醫院前3天內；可將檢驗結果納入病歷摘要中，以利轉入之醫院知悉。\n3.,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],332,cdc,424
115,原預計轉院之住院病人，因故延遲轉院，已逾檢驗報告之時效，可否再次進行公費檢驗及申報？,1.  有關病人轉院之採檢時間，建議盡可能接近預計出院日期，以呈現病人出院時之可能感染狀態，並減少因病況變化致採檢後無法依原計畫轉院之狀況。\n2.  如病人因病情臨時變化等不可預期因素，必須延後轉院日期，已逾原檢驗報告之時效，此情形不可歸責於醫院，醫院可再次開立醫囑進行公費檢驗，以自費特材群組序號002申報，其陪病者亦可以自費特材群組序號003申報**。**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],333,cdc,395
116,住院者（自費特材群組序號002）之案件是否併健保住院醫療費用申報？,*   住院者亦以「門診」案件申報，請依「公費支付COVID-19檢驗費用申報及核付作業」之門診申報表格填寫規定進行申報**。**,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,"[{""ClusterHead"":""自費住院病人是否適用「住院者」"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""自費住院病人是否適用「住院者」"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],334,cdc,118
117,長照機構住民採檢（自費特材群組序號004）之適用條件為何？,1.  依據110年6月1日肺中指字第1103800251A號函，若住院病人為出院後直接返回或轉入住宿式長照機構者，請於出院前2日內採檢進行公費SARS-CoV-2病毒核酸檢驗，檢驗結果須為陰性始得出院返回或轉入住宿式長照機構。如為直接由社區新進或自其他長照機構轉入之住民，需採自費方式辦理。\n2.  完成完整疫苗接種者（已完成COVID-19疫苗應接種劑次並達14天以上）、曾經確診且距發病日未滿3個月者，原則無須進行採檢檢驗。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],335,cdc,434
118,矯正機關收容人採檢（自費特材群組序號004）之相關規定為何？,1.  依據110年6月16日肺中指字第1100031537A號函及「矯正機關工作人員與收容人COVID-19採檢作業說明」，說明如下：  \n    *   新收（含新入監、移監、借提、借提返回）收容人：疫情警戒為第3、4級期間，入監時採檢1次（當日或次1工作日），於隔離14日期滿前後1日內採檢1次，2次均執行病毒核酸檢驗。疫情警戒為第2級期間，入監時由矯正機關使用家用快篩試劑採檢1次；於隔離14日期滿前後1日內採檢1次，執行病毒核酸檢驗。家用快篩試劑採檢不得申報。\n    *   自醫院住院返回或轉入機關之收容人：返回或轉入日前2日內採檢，執行病毒核酸檢驗。 \n2.  完成完整疫苗接種者（已完成COVID-19疫苗應接種劑次並達14天以上）、曾經確診且距發病日未滿3個月者，原則無須採檢檢驗。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],336,cdc,691
119,原預計轉介至其他長照機構之病人，因故延遲轉介，已逾檢驗報告之時效，可否再次進行公費檢驗及申報？,1.  病人出院轉入或返回機構之採檢，建議盡可能接近出院日期，以呈現病人出院時之可能感染狀態，並減少病況變化致採檢後無法依原計畫出院之狀況。\n2.  如病人因病情臨時變化等不可預期因素，必須延後出院日期，此情形不可歸責於醫院，醫院可再次開立醫囑進行公費病毒核酸檢驗，以自費特材群組序號004申報。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],337,cdc,330
121,醫院高風險單位工作人員定期採檢（自費特材群組序號006）之相關規定為何？,1.  依據110年5月17日肺中指字第1103800175號函，可定期（5-7天）針對高風險單位（以急診、加護病房及直接照護疑似或確診COVID-19病人單位為原則）之醫療照護工作人員進行SARS-CoV-2病毒核酸檢驗；此類對象不適用公費抗原快速檢驗。\n2.  完成完整疫苗接種者（已完成COVID-19疫苗應接種劑次並達14天以上）、曾經確診且距發病日未滿3個月者，可不納入定期篩檢對象。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,"[{""ClusterHead"":""疫苗"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""疫苗"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],339,cdc,365
122,高社區傳播風險地區透析院所門診病人採檢（自費特材群組序號008）之相關規定為何？,*   依據110年6月7日肺中指字第1103800268號函，高風險地區（臺北市及新北市）門診透析病人之抗原快篩原則如下：\n\n1.  無COVID-19相關症狀透析病人，經醫師TOCC評估或有疑慮時，得定期於每週進行1次公費抗原檢測。\n2.  無COVID-19相關症狀且為居家隔離之透析病人，經醫師TOCC評估或有疑慮時，得於每次透析前執行公費抗原檢測。\n3.  透析病人固定陪病者且須進入治療區時，依醫師評估或有疑慮時，得於每週進行1次自費抗原檢測。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],340,cdc,440
123,高社區傳播風險地區住宿式長照機構工作人員與住民採檢（自費特材群組序號008）之相關規定為何？,1.  依據「衛生福利機構（住宿型）因應COVID-19之應變整備作戰計畫建議」，疫情警戒第3、4級期間，位於**高**風險地區（依指揮中心公布）之機構，可定期（1次/週）針對其工作人員、外出頻率較高（如：透析病人、定期外出接受精神復健者、依勞務契約須外出工作等）之住民進行SARS-CoV-2抗原快篩；其他非高風險地區之機構得自行評估是否針對該等人員自費進行SARS-CoV-2定期篩檢（篩檢頻率建議為1次/週~1次/月），檢驗方式採取抗原快篩或病毒核酸檢驗均可。\n2.  依據110年8月10日肺中指字第1103800453號函，自110年8月10日起，**中高**風險（含）以上縣市機構得對工作人員與高外出頻率住民每5-7天進行1次定期抗原快篩，其他縣市之機構可自行評估進行自費篩檢。\n3.  完成完整疫苗接種者（已完成COVID-19疫苗應接種劑次並達14天以上）、曾經確診且距發病日未滿3個月者，可不納入定期篩檢對象。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],341,cdc,800
124,社區篩檢站非抗原快速檢驗公費適用對象，相關費用如何申請補助？,1.  社區篩檢站相關補助請參閱「各地方政府設置社區篩檢站補助要點」。\n2.  採檢對象不可申報公費抗原快速檢驗，但若有執行病毒核酸檢驗，可依「公費支付COVID-19檢驗費用申報及核付作業」以自費特材群組序號009進行申報。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],342,cdc,232
